COMPANY_NAME,PT_SEAFOOD_DATABASE_ID,COUNTRY_HQ,MAIN_SEGMENT,SEG_FEED,SEG_FISHING,SEG_AQUACULTURE,SEG_PROCESSING,SEG_WHOLESALE,SEG_RETAIL,SEG_FOODSERVICE,DESCRIPTION,WEBSITE,REVENUE_USD_MN,MARKET_CAP_USD_MN,EBIT_MARGIN,RETURN_ON_EQUITY,ENTERPRISE_VALUE_USD_MN,NET_DEBT_EBITDA,SUSTAINABILITY_ASSESSMENT_CAT1_TRANSPARENCY_SCORE,SUSTAINABILITY_ASSESSMENT_CAT2_OCEAN_HEALTH_SCORE,SUSTAINABILITY_ASSESSMENT_CAT3_MANAGEMENT_GOVERNANCE_SCORE,SUSTAINABILITY_ASSESSMENT_CAT4_FISHING_PRACTICES_SCORE,SUSTAINABILITY_ASSESSMENT_CAT5_COMPLIANCE_ENFORCEMENT_SCORE,SUSTAINABILITY_ASSESSMENT_CAT6_STOCK_SUSTAINABILITY_SCORE,REPORTING_PRECISION,N_DISTINCT_COUNTRIES,N_DISTINCT_SPECIES,SPECIES_CLEAN,REGIONS
KANEDAI CO LTD,ID_119,Japan,Wholesale/Distribution,No,Yes,No,Yes,Yes,Yes,Yes,"Kanedai Co., Ltd. is a Japan-based company with four key divisions: marine foods, fisheries, shipping, and general energy. It also conducts import operations.",http://www.kanedai-kesennuma.co.jp,,,,,,,1,1,1,1,1,1,0.5979518474,6,17,"Albacore Tuna, Bonito, Chaceon Maritae, Crab, Mackerel, Pacific Saury, Scallops, Shellfish, Shrimp, Skipjack Tuna, Squid, Swordfish, Thunnus Alalunga, Thunnus Albacares, Thunnus Maccoyii, Thunnus Obesus","China, Indian Ocean, Kesennuma, Japan, Namibian Waters, Africa, United States, China (Hong Kong), Asean (Singapore, Etc.), Europe, Middle East (Saudi Arabia, Qatar, Etc.), Vietnam"
KANGAMIUT GROUP,ID_120,Denmark,Wholesale/Distribution,No,No,No,No,Yes,No,No,Kangamiut Seafood A/S is a Denmark-based company specializing in the trading of frozen fish and seafood.,http://www.kangamiut.com,,,,,,8.435109988,2,2,3,1,2,2,0.7081012337,1,14,"Atlantic Cod, Atlantic Haddock, Crab, Fish, Gadus Morhua, Greenland Halibut, Melanogrammus Aeglefinus, Mollusc, Pelagic Fish, Pike Perch, Prawn, Redfish, Sander Lucioperca, Scallop",Denmark
KIEN HUNG JOINT STOCK COMPANY VN (KIHUSEA VN),ID_121,Viet Nam,Processing,Yes,Yes,No,Yes,Yes,No,No,"Kien Hung is a Vietnam-based company focused on processing and exporting aquatic products. The company handles raw material import, processing, and domestic and international sales of frozen seafood and fishmeal, including squid, sea fish, freshwater fish, crabs, oysters, snails, and cuttlefish.",http://www.kihuseavn.com,27.210071907,,7.57626888,11.534635363,13.981352189,2.170940783,1,1,2,1,1,1,0.06929826838,1,8,"Bream, Crabs, Oysters, Shellfish, Shrimp, Snail, Squid",Vietnam
KONGPHOP FROZEN FOODS CO LTD,ID_122,Thailand,Processing,No,No,No,Yes,Yes,Yes,Yes,"Kongphop Frozen Foods Co., Ltd. (KPF), established in Thailand in 1991, processes and exports a variety of frozen seafood products globally, including Vannamei, Black Tiger, and Freshwater Shrimp, Squid, Octopus, Cuttlefish, and Value-Added Products.",http://www.kongphop.com,,,,,,,1,1,1,1,1,1,0.3761321798,2,18,"Black Tiger Shrimp, Cichlidae, Clam, Crab, Mussel, Octopodidae, Octopus, Penaeus Monodon, Pink Shrimp, Scallop, Seabass, Shellfish, Shrimp, Squid, Tilapia, Vannamei Shrimp","Asia, Australia, Europe, North America, Russia, South America, South Africa, Thailand"
KYOKUYO CO LTD,ID_123,Japan,Integrated,No,Yes,No,Yes,Yes,No,No,"Kyokuyo Co. Ltd. is involved in the distribution of seafood and salted fish, and the production of canned and frozen seafood products.",http://www.kyokuyo.co.jp,1806.055222879,223.234935323,3.366539023,10.980881797,705.392255593,5.649821123,1,2,2,1,2,2,0.478106857,3,12,"Bluefin Tuna, Crab, Finfish, Mackerel, Pectinidae, Salmon, Shellfish, Skipjack, Skipjack Tuna, Thunnus Thynnus","Canada, Japan, North America"
LABEYRIE FINE FOODS,ID_124,France,Processing,No,No,No,Yes,Yes,Yes,No,"Labeyrie Fine Foods, a French company founded in 1946, specializes in a wide range of premium seafood, fresh appetizers, and regional specialty foods, marketed under brands including Labeyrie, Blini, and Delpierre.",https://www.labeyrie-fine-foods.com,,,,,,-0.06933621461,2,2,3,1,2,3,0.5318151308,10,18,"Cinnabar Goatfish, Cod, Crustacean, Fish, Herring, Mackerel, Oncorhynchus Mykiss, Penaeidae, Prawn, Salmo Salar, Salmon, Sardines, Sea Bass, Shellfish, Shrimp, Trout","Alaska (Usa), Belgium, Canada, France, Netherlands, Saint-Aignan-Grandlieu, France, Spain, United Kingdom, United Kingdom (Scotland), Warminster, United Kingdom"
LEROY SEAFOOD,ID_125,Norway,Aquaculture,No,Yes,Yes,Yes,Yes,Yes,Yes,"Lerøy Seafood Group specializes in the production, processing, marketing, sales, and distribution of salmon, trout, and wild-caught whitefish.",https://www.leroyseafood.com,2893.782950299,1140.928834312,8.778356026,13.803368751,3568.592071214,2.181205411,2,3,3,2,2,3,0.6765479582,17,16,"Anarhichas Minor, Atlantic Cod, Cleaner Fish, Gadus Morhua, Melanogrammus Aeglefinus, Oncorhynchus Mykiss, Pelagic Fish, Pollachius Virens, Redfish, Reinhardtius Hippoglossoides, Salmo Salar, Salmon, Shellfish, Trout, Whitefish","Denmark, Finland, France, Global Markets, Italy, Lerøy Aurora, Lerøy Midt, Lerøy Sjøtroll, Netherlands, Norway, Portugal, Spain, Spain, France, Netherlands, Italy, Sweden, Denmark, Finland, Portugal, Turkey, Uk, Sweden, Turkey, United Kingdom, Usa, China, Japan, South Korea"
LIANCHENG OVERSEAS FISHERIES,ID_126,China,Fishing,No,Yes,Yes,Yes,No,No,No,"Liancheng Overseas Fisheries is a Chinese company focused primarily on tuna longline fishing, with additional operations in aquaculture.",http://www.szlcjt.org,,,,,,,1,2,2,2,1,3,0.799946756,13,16,"Albacore, Albacore Tuna, Big Eye Tuna, Hamachi, Lobster, Marlin, Merlin, Salmon, Shrimp, Swordfish, Thunnus, Thunnus Alalunga, Thunnus Albacares, Thunnus Obesus, Toothfish, Yellowfin Tuna","China, Cook Islands, Federal States Of Micronesia, Federated States Of Micronesia, Hong Kong, Jinjiang, Marshall Islands, Pacific Ocean, Palau, Saipan, Samoa, Shenzhen, United States (Saipan)"
LIYANG COMPANY,ID_127,China,Processing,Yes,No,Yes,Yes,Yes,Yes,No,"Liyang Company is a professional technology firm specializing in the development, production, and sale of aquatic animal health products (drugs) and shrimp seeds. The company also operates across the seafood value chain, including fishing, processing, feed production, wholesale/distribution, retail, and manufacturing of fishing and aquaculture gear.",http://www.liyang-tech.com,,,,,,,1,1,2,0,2,2,0.1634704866,6,10,"Abalone, Crab, Jellyfish, Oysters, Pearl Clams, Scallops, Sea Cucumber, Shellfish, Shrimp","Beihai, China, China (Nationwide), Wenchang, China, Yangjiang, China, Zhaoan, China, Zhuhai, China"
MARINE FARM,ID_129,Chile,Aquaculture,No,No,Yes,Yes,No,No,No,"Marine Farm (Granja Marina Tornagaleones S.A) is a Chilean salmon and trout farming and processing company, vertically integrated “from egg to plate” with hatcheries, sea‑cage sites and two processing plants (>100 tonnes/day), supplying global salmon markets.",https://www.marinefarmintl.com,,,,,,,2,2,2,0,1,1,0.7937898809,4,8,"Bronzini, Grouper Fish, Mahi Mahi, Oncorhynchus Kisutch, Salmo Salar, Snapper, Sword, Tuna","Chile, Los Lagos Region (X) & Aysén Region (Xi), Chile, Us, Usa"
MARR SPA,ID_130,Italy,Processing,No,Yes,Yes,No,Yes,Yes,Yes,"MARR is an Italian food distribution company supplying a wide assortment of products, including seafood, baked goods, meat, and equipment, to the foodservice sector.",https://www.marr.it,2198.664101736,,3.25929413,12.314127581,,2.575285162,1,1,2,1,2,2,0.5087982573,5,12,"Crab, Fish, Lobster, Octopodidae, Octopus, Oncorhynchus Keta, Prawn, Scampi, Shell Fish, Shrimp, Squid/Calamari","Argentina, India, Italy, Mexico, Usa (Alaska)"
MARS INC,ID_287,United States of America,Integrated,No,No,No,Yes,Yes,Yes,No,"Mars, Incorporated is a large American multinational that manufactures confectionery, pet food, and other food products and also provides veterinary and animal care services",www.mars.com,,,12.21076,0.453549,,0.9298988942,2,3,3,1,2,3,0.1291007359,1,2,Scombridae,Thailand
MARUBENI,ID_131,Japan,Wholesale/Distribution,Yes,No,Yes,Yes,Yes,Yes,Yes,"Marubeni is a Japanese conglomerate with diverse operations, including a seafood segment within its Food division. Other business areas include lifestyle, IT solutions, and agri business.",marubeni.com,50141.074968819,26085.879305551,3.811053415,14.997219325,44296.569391767,4.570222599,1,2,3,1,2,2,0.3292660188,5,18,"Anchovy, Black Cod, Mackerel, Octopodidae, Octopus, Ostreidae, Penaeidae, Salmo Salar, Salmon, Shellfish, Shrimp, Squid, Trout, Yellowtail","Asia, Denmark, Japan, South America, Usa"
MARUDAI FOOD,ID_132,Japan,Processing,No,No,No,Yes,Yes,Yes,No,"Marudai Food is a Japanese food distributor with two main business segments: processed foods (including ham, sausage, and cooked items) and meat products.",marudai.jp,1579.639009482,160.149932016,1.362714603,-14.094546378,353.552376789,1.122436293,1,1,1,1,1,1,,1,0,,Japan
MARUHA NICHIRO CORP,ID_133,Japan,Integrated,No,Yes,Yes,Yes,Yes,No,No,"Maruha Nichiro Corporation is a diversified company involved in fishing, fish farming, food processing, trading, meat products, and marine product distribution.",http://www.maruha-nichiro.co.jp,7127.645733084,705.420248467,2.574431823,10.649656623,2883.441613717,5.336204119,2,2,3,1,1,2,0.9047026634,7,11,"Dissostichus Eleginoides, Engraulis Ringens, Gadus Chalcogrammus, Katsuwonus Pelamis, Salmo Salar, Seriola Dumerili, Seriola Quinqueradiata, Shellfish, Thunnus Albacares, Thunnus Thynnus","Australia (Eez), Central Pacific Ocean (Micronesia), Japan, Japan (Toyama Prefecture), Peru, Usa (Alaska), Usa (Bering Sea, Alaska)"
MARUICHI SANSHO CO LTD,ID_134,Japan,Feed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Maruichi Sansho Co., Ltd. is a Japanese-based company with integrated operations spanning fisheries, general food, livestock, and water-related businesses, covering raw material procurement, processing, and commercialization.",maruichi.com,,,,,,,1,2,1,1,1,2,0.4552401784,2,25,"Alfonsino, Amberjack, Bonito, Fish, Grunt, Mackerel, Monkfish, Octopodidae, Octopus, Oncorhynchus, Oysters, Pacific Cod, Pacific Saury, Pagrus Major, Red Sea Bream, Rockfish, Salmon, Sanma, Seriola Quinqueradiata, Shrimp, Snow Crab, Squid, Thunnus Thynnus, Tuna, Yellowtail","Japan, North America, Asia"
MEKONG FISHERIES,ID_135,Viet Nam,Aquaculture,No,No,Yes,Yes,Yes,Yes,No,"Mekong Fisheries is a Vietnamese company specializing in the full cycle of Vietnam Pangasius, including fishing, aquaculture, processing, and export.",http://mekongfish.vn,6.35150298,,-4.245838678,-3.15592202,0.5626713827,13.70644184,1,1,1,0,2,1,1,1,3,"Pangasius Hypophthalmus, Vietnam Pangasius","Mekong Delta, Vietnam"
MINH PHU SEAFOOD CORP,ID_136,Viet Nam,Integrated,Yes,No,Yes,Yes,Yes,No,No,Minh Phu is Vietnam's top and one of the world's leading seafood companies.,http://www.minhphu.com,609.778899933,,0.1370870561,-4.158721716,,9.875814445,2,2,3,0,3,3,0.7759005091,10,3,"Penaeus Monodon, Shrimp","Australia, Canada, China, Europe, Japan, New Zealand, South Korea, Usa, Vietnam (Specifically Cà Mau And Kiên Giang Provinces), Vietnam (Specifically Kien Giang And Hau Giang Provinces)"
MITSUBISHI,ID_137,Japan,Integrated,No,No,Yes,Yes,Yes,Yes,No,"The Mitsubishi Group is one of Japan's largest diversified general trading companies, operating across sectors including logistics, mining, infrastructure, automotive, power, and food. Its presence in the seafood industry is primarily through major subsidiaries and joint ventures, such as Cermaq, Toyo Reizo, and ATLAND Corp.",https://www.mitsubishicorp.com,135320.118460681,81563.871583003,3.410878015,11.074414832,132569.801889722,3.270069791,2,2,3,1,3,2,0.6528796469,9,12,"Bluefin Tuna, Oncorhynchus Kisutch, Oncorhynchus Mykiss, Salmo Salar, Salmon, Scallop, Scombridae, Shrimp, Thunnus Thynnus, Trout, Tuna","Canada, Chile, China, Finland, Japan, Mauritius, Norway, Nyuzen, United Kingdom"
MITSUI,ID_138,Japan,Wholesale/Distribution,No,No,No,No,Yes,No,No,"Mitsui & Co. Seafoods Ltd., a food trading company within the Mitsui & Co. group, specializes in fresh foods and marine products, having spun off from the agricultural products business in July 2022.",https://www.mitsui-seafoods.com,92148.890910117,63154.497194224,3.780841978,15.061645505,97926.457920645,4.583744908,2,1,2,1,2,2,0.7030665418,23,29,"Asari Clam, Atlantic Salmon, Black Tiger Shrimp, Bluefin Tuna, Chilean��salmon, Coho Salmon, Conger Eel, Mackerel, Octopodidae, Octopus, Oncorhynchus Keta, Oncorhynchus Kisutch, Oncorhynchus Nerka, Pelagic (Bluefish), Penaeus Monodon, Pleoticus Muelleri, Prawn, Rosy Seabass, Salmo Salar, Salmon, Scallops, Sea Robin, Sillago, Sockeye Salmon, Squid, Trout Salmon, Wild Shrimp","Alaska, Chile, China, Denmark, Ecuador, England, Europe, Faroe Islands, India, India, Sri Lanka, Indonesia, Vietnam, Myanmar, Ecuador, Peru, China, Indonesia, Japan, Maeham, Mauritania, Myanmar, Norway, Peru, Russia, Sri Lanka, Thailand, United States, Canada, Chile, Argentina, Peru, Norway, Türkiye, Japan, Us, Vietnam"
MOWI ASA,ID_139,Norway,Integrated,Yes,No,Yes,Yes,No,No,No,"Mowi specializes in the entire value chain of Atlantic salmon, including the production of fish feed, farming, and processing.",http://www.mowi.com,6021.123426,7566.636137878,13.071284781,12.757279664,11508.732605041,1.942286373,3,2,3,0,2,3,0.8211226055,13,3,"Atlantic Salmon, Salmo Salar, Smolt","Belgium, Canada, Chile, China, Faroe Islands, France, Ireland, Japan, Norway, Poland, Scotland, Taiwan, Usa"
MULTIEXPORT DOS SA,ID_140,Chile,Integrated,No,No,Yes,Yes,Yes,No,No,"Multiexport Foods S.A. is an integrated seafood company specializing in the farming, processing, and global distribution of Atlantic Salmon and other seafood products to over 30 countries.",http://www.multiexportfoods.com,704.90604719,104.186600555,0.61187037,-0.5500502543,768.958245597,7.137761031,2,3,2,0,1,1,0.6964172313,5,5,"Atlantic Salmon, Coho Salmon, Mussel, Salmo Salar, Trout","Chile, Aysén Region, Chile, La Araucanía Region, Chile, Los Lagos Region, Chile, Magallanes Region, Usa, Brazil, Chile, China, Europe, Asia"
MURRAY COD AUSTRALIA LIMITED,ID_141,Australia,Aquaculture,No,No,Yes,No,Yes,Yes,Yes,"Murray Cod Australia Limited (MCA), based in Riverina, New South Wales, specializes in farming and producing Murray cod, marketed under the brand Aquna Sustainable Murray Cod.",https://mca.irmau.com,6.739433019,51.613831168,,-7.672400394,71.650699777,-0.4252694453,2,3,3,0,1,3,0.9272477709,7,7,"Bidyanus Bidyanus, Golden Perch Fingerlings, Maccullochella Peelii, Macquaria Ambigua, Murray Cod Fingerlings, Murray Cod Larvae, Silver Perch Fingerlings","Australia, Europe, Hong Kong, Japan, Riverina, New South Wales, Australia, United Kingdom, Usa"
NAM VIET CORP,ID_142,Viet Nam,Aquaculture,Yes,No,Yes,Yes,Yes,Yes,No,"Nam Viet Corporation is a diversified enterprise involved in aquaculture, feed production, seafood processing (focusing on high-quality pangasius products), solar power generation, collagen and gelatin production, and real estate trading.",https://www.navicorp.com.vn,4.394781536,,7.726792409,15.714999159,4.956237274,-3.299231184,1,2,1,0,1,1,1,1,2,Pangasius,Vietnam
NATORI CO LTD,ID_143,Japan,Processing,No,Yes,No,Yes,Yes,No,No,"Natori Co., Ltd. is a food company with segments in Food Manufacturing and Sales (offering processed seafood, meat, dairy, and agricultural food products via processing, wholesale/distribution, retail, and foodservice) and Real Estate Leasing.",natori.co.jp,314.327758119,104.120679149,4.467226429,5.755560339,178.40919645,0.0618309164,2,1,2,1,1,2,0.4241112275,5,12,"Horse Mackeral, Kelp, Pectinidae, Salmon, Scallope, Seaweed, Shellfish, Squid, Thread-Sail Filefish, Tuna","Aomori Prefecture, Japan (Mutsu Bay), China, Hokkaido, Japan, Japan, Peru"
NAUTERRA,ID_144,Spain,Fishing,No,Yes,No,Yes,Yes,No,No,"Nauterra, formerly Grupo Calvo, is a Spanish company specializing in the fishing, production, processing, and sale of canned fish products, including tuna pate, squid, sardines, salmon, and mussels. Founded in 1940 and headquartered in Madrid, Spain.",https://nauterra.com/en/,,,,7.151,,,2,3,3,2,2,3,0.7303747516,9,8,"Bigeye Tuna, Mytilus Galloprovincialis, Salmon, Sardina Pilchardus, Skipjack Tuna, Squid, Thunnus Albacares, Yellowfin Tuna","Atlantic Ocean, Brazil, El Salvador, Galicia, Indian Ocean, Pacific Ocean, Spain, Spain, Italy, Brazil"
NBAMR,ID_145,Russian Federation,Fishing,Yes,Yes,No,Yes,Yes,Yes,No,"NBAMR is a major maritime fishing company based in Nakhodka, Russia, focusing on sustainable fishing and processing a diverse range of seafood products for domestic and international distribution.",http://www.neseafood.com,,,,,,,3,1,2,1,1,2,0.4942223015,5,12,"Crab, Dicentrarchus, Gadus, Herring, Lemonema, Makrurus, Melanogrammus, Oncorhynchus, Shellfish, Sparus, Squid","Iceland, Mediterranean Sea, United Kingdom, United Kingdom, Asia, Europe, United States/Alaska"
NEGOCIOS INDUSTRIALES REAL NIRSA SA,ID_288,Ecuador,Integrated,No,Yes,Yes,Yes,Yes,No,No,NIRSA is one of Ecuador’s largest tuna and shrimp producers and exporters.,https://nirsa.com/,,,,,,,2,2,2,2,2,2,0.4314637876,3,4,"Katsuwonus Pelamis, Shellfish, Thunnus Albacares","Eastern Pacific Ocean, Ecuador, Global (North America, South America, European Union, Asia)"
NESTLE,ID_146,Switzerland,Processing,No,No,No,Yes,Yes,Yes,No,"Nestlé is a global food and beverage corporation offering a wide portfolio including baby food, medical nutrition, bottled water, coffee, confectionery, dairy, ice cream, frozen foods, and pet foods.",nestle.com,103732.672082296,208565.820839441,17.1694726,30.107031945,277051.71862069,2.808790227,2,3,3,2,2,2,0.4534345305,36,9,"Blue Gill, Catfish, Cichlidae, Largemouth Bass, Oncorhynchus Mykiss, Shellfish, Tilapia","02 America, North - Inland Waters, 18 Arctic Sea, 21 Atlantic, Northwest, 27 Atlantic, Northeast, 31 Atlantic, Western Central, 34 Atlantic, Eastern Central, 37 Mediterranean And Black Sea, 41 Atlantic, Southwest, 47 Atlantic, Southeast, 51 Indian Ocean, Western, 57 Indian Ocean, Eastern, 61 Pacific, Northwest, 67 Pacific, Northeast, 71 Pacific Western Central, 77 Pacific Eastern Central, 81 Pacific, Southwest, 87 Pacific, Southeast, Australia, Austria, Brazil, Chile, Colombia, Denmark, Ecuador, Faroe Islands, France, Iceland, Ireland, Italy, Mexico, Norway, Poland, Russia, Scotland, Thailand, United Kingdom, Us"
NEW ENGLAND SEAFOOD,ID_147,United Kingdom,Wholesale/Distribution,No,No,No,Yes,Yes,No,No,"New England Seafood is a UK-based importer and distributor of fresh and frozen premium sustainable fish and seafood, with sales in the UK and continental Europe.",http://www.neseafood.com,,,,,,,2,2,3,1,2,3,0.5148519394,7,11,"Gadus, Melanogrammus Aeglefinus, Oncorhynchus, Scombridae, Sea Bass, Shellfish, Tuna, Wild Alaskan Salmon, Yellowfin Tuna","Asia, Europe, Iceland, Korea, Norway, United Kingdom, United Kingdom (Paignton, Devon), United States (Alaska)"
NEW ZEALAND KING SALMON INVESTMENTS,ID_148,New Zealand,Aquaculture,No,No,Yes,No,No,No,No,"The New Zealand King Salmon Investments is a pioneering marine salmon farming company in New Zealand, specializing in the cultivation and sale of King Salmon domestically and internationally for over 30 years.",kingsalmon.co.nz,114.466861264,42.240675759,-20.16718179,15.427959397,86.006908146,0.4869489011,2,2,3,0,2,3,0.7150968466,14,2,"Oncorhynchus Tshawytscha, Salmon","Clay Point, Cook Strait (Blue Endeavour Open Ocean Farm), New Zealand, Crail Bay, Forsyth Bay, Kopaua, Marlborough Sounds (Including Pelorus Sound, Waitata), New Zealand, New Zealand, New Zealand And International Markets, Ngamahau, Otanerau, Ruakaka, Te Pangu, Waihinau, Waitata"
NICHIMO CO LTD,ID_149,Japan,Integrated,No,No,No,Yes,Yes,No,No,"Nichimo is a diversified group primarily involved in processing and distributing fish and seafood, with operations structured across multiple segments: Food, Marine, Machinery, Materials, Biotics, Distribution, and other businesses including real estate and temporary staffing.",http://www.nichimo.co.jp,844.018829427,79.524991313,1.581921788,8.962912088,269.104584656,6.435012438,1,2,2,1,1,2,0.5292260215,3,11,"Beryx Decadactylus, Cephalopod, Oncorhynchus Kisutch, Pleuronectidae, Salmonidae, Shellfish, Trachurus Japonicus","Buzen, Fukuoka, Japan, Japan, Nemuro, Hokkaido, Japan"
NICHIREI,ID_150,Japan,Processing,No,No,No,Yes,No,No,No,"Nichirei Fresh Inc. specializes in the distribution of fresh and processed marine, meat, and poultry products. ",http://www.nichireifresh.co.jp,,,,,,0,2,2,3,1,2,3,0.8149002495,4,12,"Chionoecetes, Gadus Chalcogrammus, Gadus Macrocephalus, Katsuwonus Pelamis, Mactromeris Polynyma, Mizuhopecten Yessoensis, Oncorhynchus Kisutch, Oncorhynchus Nerka, Penaeus Monodon, Salmo Salar, Thunnus Alalunga","Japan, Japan, North America, Japan, North America, China, Vietnam"
NIPPON SUISAN KAISHA,ID_151,Japan,Integrated,Yes,Yes,Yes,Yes,Yes,No,No,"Nippon Suisan Kaisha, Ltd. (often called Nissui) is a seafood company engaged in fishing, purchasing, and producing fresh, frozen, and canned seafood products.",http://www.nissui.co.jp,5749.389691933,1725.703152778,3.568064977,10.070258639,3299.627265362,3.505172444,2,3,3,2,2,2,1,4,5,"Gadus Chalcogrammus, Oncorhynchus Kisutch, Salmo Salar, Seriola Quinqueradiata, Thunnus Thynnus","Chile, France, Japan, United States"
NISHIMOTO CO LTD,ID_152,Japan,Wholesale/Distribution,No,No,Yes,Yes,Yes,Yes,Yes,"Nishimoto Co., Ltd., part of the Wismettac group and based in Japan, is involved in the development, sale, importation, and supply of various food products, including agricultural goods, marine products, processed foods, and rice.",wismettac.com,,,,,,0,1,1,2,1,2,1,0.3025005277,5,13,"Anguilla, Gadus, Pectinidae, Penaeidae, Portunidae, Salmo, Seriola Quinqueradiata, Shrimp, Thunnus, Tuna","Canada, China, Southeast Asia, Japan, United States, United States, Japan"
NITTA GELATIN INC,ID_153,Japan,Other,No,No,No,No,No,No,No,"Nitta Gelatin Inc. is a Japanese company specializing in the production and sale of various types of gelatin (edible, pharmaceutical, and photographic). The company also manufactures collagen-based products derived from animal bones/skin and fish scales/skin.",http://www.nitta-gelatin.co.jp,267.03435522,48.818837237,4.544779812,-9.923561754,150.699003917,1.604716451,1,1,2,0,1,1,,0,0,,
NITTO SEIMO,ID_154,Japan,Fishing and Aquaculture Gear and Equipment,No,No,No,No,No,No,No,"Nitto Seimo manufactures and sells a variety of fishery equipment, including farming nets, knotless and knotted nets, minnow nets, and vessels for fish farming such as trap net vessels and floats.",nittoseimo.co.jp,138.073330727,16.788308678,2.063939067,8.368953223,126.911307892,10.584265703,1,2,3,2,1,2,0.8388704707,2,3,"Pagrus Major, Thunnus, Trachinotus Blochii","Indonesia, Japan"
NOMAD FOODS,ID_155,United Kingdom,Processing,No,Yes,Yes,Yes,Yes,Yes,No,"Nomad Foods is a UK-headquartered company and one of the world's leading frozen food businesses, owning well-known brands including Birds Eye, Findus, iglo, Ledo, and Frikom.",nomadfoods.com,3960.962601531,2155.98773729,15.197754702,8.741812451,4598.582958738,3.054251353,2,3,3,2,2,3,0.9856626822,52,9,"Alaska Pollock, Atlantic Cod, Atlantic Salmon, Gadus Chalcogrammus, Gadus Morhua, Haddock, Pangasius Hypophthalmus","Banza Luka, Belgrade, Bjuv, Boulogne-Sur-Mer, Bralanda, Bremerhaven, Brussels, Capua, China, Cisterna, Citluk, Daruvar, Froneri, Hull, Larvik, Latina, Lisbon, Ljubljana, Loftahammar, Lognes, Longford, Lowestoft, Madrid, Milosheve, Moss, Naas, Netherlands, Nis, North Atlantic Ocean, Novi Beograd, Osijek, Pacific Ocean (Usa/Alaska), Parma, Podgorica, Reken, Rorschach, Russia, Sarajevo, Sesvete, Skopje, Slavonski Brod, Southeast Atlantic Ocean (South Africa, Namibia), Szada, Tonsberg, Tuzla, Us, Valladolid, Vantaa, Vienna, Vietnam, Wisbech, Zagreb"
NORCOD AS,ID_156,Norway,Aquaculture,No,No,Yes,Yes,No,Yes,No,"Norcod is the world's largest Atlantic cod aquaculture company, operating a fully integrated production chain.",norcod.no,36.95500231,53.997865211,,-121.28669402,81.698652851,-2.024872261,2,2,3,0,2,3,1,9,2,"Atlantic Cod, Gadus Morhua","Forsa, Frosvika, Jamnungen, Labukta, Meløy Municipality, Norway, Nesna Municipality, Norway, Norway, Palskjaera, Skogsoya"
NORDLAKS HOLDING AS,ID_157,Norway,Integrated,No,Yes,Yes,Yes,No,No,No,"Nordlaks Holding AS is a holding company with a seafood division specializing in the production, processing, and wholesale of food fish.",http://www.nordlaks.no,,,,,,-465.512009373,3,2,3,0,2,0,0.7150968466,1,4,"Oncorhynchus Mykiss, Salmo Salar, Salmon, Trout","Northern Norway (Vesterålen, Lofoten, Troms)"
NOREBO,ID_158,Russian Federation,Integrated,No,Yes,No,Yes,Yes,Yes,No,"Norebo is a global seafood company based in Russia, involved in the harvesting, processing, and worldwide trading of diverse seafood products.",norebo.ru,,,,,,,2,2,2,2,1,3,0.5430925489,6,40,"Barracuda, Blue Runner, Blue Whiting, Bluefish, Bonito, Broad Alfonsino, Bumper, Catfish, Chub Mackerel, Cod, Commander Squid, Cusk, Dentex, Greenland Halibut, Grenadier, Grunter, Haddock, Halibut, Herring, John Dory, Lichia Amia, Ling, Longfin Thornyhead, Mackerel, Mullet, Plaice, Pomfret, Redfish Mentell, Rock Sole, Saithe, Sardinella, Shellfish, Shortraker Rock Fish, Shrimp, Silver Hake, Skate, Skipjack Tuna, Thornback Ray, Yellowfinsole","Central-Eastern Atlantic Ocean, Murmansk, Russia (Barents Sea), North Atlantic Ocean, Northwest Pacific Ocean, Russia, South-East Pacific Ocean"
NORGES RÅFISKLAG SA,ID_159,Norway,Wholesale/Distribution,No,No,No,No,Yes,No,No,"Norges Rafisklag SA is a fishermen union-owned company that manages and controls the primary sale of fish from fishermen to the processing industry, organizing the raw-fish market in its region.",http://www.rafisklaget.no,,,,,,15.928132287,3,2,3,0,3,3,0.4794613876,3,9,"Coalfish, Cod, Fish, Haddock, King Crab, Prawn, Shellfish, Shrimp","Norway (Coastal Region From Finnmark To Nordmøre), Norway (Coastal Region From Finnmark To Nordmøre, Including Barents Sea And Svalbard Waters), Norway (Coastal Region From Finnmark To Nordmøre, Particularly Noted In Trøndelag)"
NORSK SJOMAT ASA,ID_160,Norway,Integrated,Yes,Yes,No,Yes,Yes,No,No,Norsk Sjømat AS is a Norwegian company specializing in the processing of salmon and trout.,http://www.norsksjomatasa.no,,,,,,-4.459854015,1,1,2,1,1,2,0.9275718686,3,14,"Chionoecetes Opilio, Clupea Harengus, Gadus Morhua, Mallotus Villosus, Melanogrammus Aeglefinus, Pollachius Virens, Reinhardtius Hippoglossoides, Salmo Salar, Salmo Trutta, Salmon, Scomber Scombrus, Trout","Japan, Norway, United States"
