COMPANY_NAME,CATEGORY,ASSESSMENT_TEXT
SINKABERG-HANSEN AS,Compliance Enforcement,"Poor. The company relies on third-party certifications for assurance against IUU fishing in its feed supply chain, but it does not have its own publicly available, detailed policy on the matter. There is no publicly available evidence of the company enforcing its sourcing policies by suspending non-compliant suppliers."
SINKABERG-HANSEN AS,Fishing Practices,"Not Applicable. The company's business model is exclusively focused on salmon aquaculture. Therefore, questions related to wild-capture fishing practices are not applicable."
SINKABERG-HANSEN AS,Management Governance,"Average. There is clear management-level commitment to sustainability, and the company engages in collaborative research for technological improvements. Board-level oversight for sustainability is not explicitly detailed, and public advocacy for better management of source fisheries for feed is not evident."
SINKABERG-HANSEN AS,Ocean Health,"Average. The company discloses some environmental impact data and has set targets for fish survival and the use of lice-prevention technologies. It needs more comprehensive, public targets for broader ocean health indicators like GHG emissions and to demonstrate participation in wider ocean stewardship initiatives."
SINKABERG-HANSEN AS,Stock Sustainability,"Poor. While certification standards require sustainable sourcing for feed, the company itself does not directly provide evidence of stock assessments for its marine ingredients or make explicit public commitments to avoid overfished stocks. This lack of direct reporting and commitment places the onus of assurance entirely on third-party schemes without supplementary company-level accountability."
SINKABERG-HANSEN AS,Transparency,"Average. Sinkaberg has started publishing sustainability reports and was recognized by Planet Tracker for its disclosure quality. However, it lacks full transparency regarding the sourcing of its feed's marine ingredients and does not publish the aggregated proportion of its portfolio covered by certifications."
SIRENA GROUP,Compliance Enforcement,"Average. The company has a public Code of Conduct and an Anti-Bribery and Corruption Policy, and its MSC certification provides a framework against IUU fishing for certified products. However, there is no public evidence of how it enforces its policies with suppliers, which prevents a higher rating."
SIRENA GROUP,Fishing Practices,"Poor. Sirena Group provides no detailed public information on the fishing methods, gear types, bycatch rates, or mitigation measures associated with its wild-caught products. This lack of disclosure makes it very difficult to assess the direct impact of its sourcing on marine ecosystems."
SIRENA GROUP,Management Governance,"Poor. There is no publicly available information on the company's advocacy for better fisheries management or its collaboration with scientific and conservation groups. While there is executive-level involvement in sustainability-related operations, specific board-level oversight for ocean protection is not documented publicly."
SIRENA GROUP,Ocean Health,"Poor. The company offers general statements about protecting the oceans but does not disclose its environmental impacts, nor does it set any public, measurable targets for improvement. There is no evidence of participation in broader ocean stewardship initiatives."
SIRENA GROUP,Stock Sustainability,"Average. Sirena Group's MSC Chain of Custody certification demonstrates a commitment to sourcing from assessed and certified sustainable fisheries for at least a portion of its portfolio. However, the lack of transparency regarding which specific fisheries it sources from and the proportion of its portfolio that is certified prevents a ""Good"" rating."
SIRENA GROUP,Transparency,"Poor. Sirena Group discloses the species it sells but fails to provide a comprehensive list of sourcing countries and does not publish the proportion of its products that are certified. There is a significant lack of regular, detailed sustainability reporting that would allow for a full assessment of its sourcing impacts."
SKRETTING AS,Compliance Enforcement,"Good. Skretting has a strong, publicly available policy against IUU fishing, with a clear, risk-based system for evaluating sourcing regions. While specific enforcement actions are not publicized, the company has established clear supplier codes of conduct and a formal grievance mechanism."
SKRETTING AS,Fishing Practices,"Good. As a feed manufacturer, Skretting's influence is indirect but significant; it uses its purchasing power to demand that suppliers adhere to high standards by requiring certification (MSC, MarinTrust) or participation in FIPs. Still, the company does not directly publish detailed data on its suppliers' fishing methods or bycatch rates, making full transparency in this area limited."
SKRETTING AS,Management Governance,"Good. Skretting benefits from a robust governance structure for sustainability, driven by its parent company Nutreco's comprehensive 'Sustainability RoadMap'. There is clear board-level oversight and active collaboration with scientific and conservation groups to drive improvements in fisheries management."
SKRETTING AS,Ocean Health,"Good. The company shows a strong commitment to ocean health through its participation in major stewardship initiatives like the UN Global Compact and SeaBOS, and by setting public, science-based targets for carbon reduction. Its focus on sustainable sourcing and reporting on environmental impacts further solidifies this rating."
SKRETTING AS,Stock Sustainability,"Good. The company's core sourcing strategy is built on the principle of using only sustainable marine ingredients, evidenced by its strong preference for and high percentage of materials from certified fisheries or FIPs. This approach inherently relies on and supports regular stock assessments and the avoidance of overfished stocks."
SKRETTING AS,Transparency,"Good. Skretting demonstrates a high level of transparency through its detailed annual impact reports, clear sourcing policies, and public disclosure of certification levels and traceability systems. The company actively reports on its sustainability progress and challenges, earning external recognition for its efforts."
SOJITZ,Compliance Enforcement,"Average. Sojitz has a clear public policy against IUU fishing and has outlined a timeline for implementing supplier risk assessments and due diligence. While there is no public evidence of enforcement within its seafood supply chain, the company has shown a capacity for taking remedial action in response to compliance violations in other business areas."
SOJITZ,Fishing Practices,"Poor. There is no publicly available information regarding the fishing methods, gear types, or associated mitigation measures within the company's extensive supply chains. In addition, Sojitz does not disclose any quantified data on bycatch or discards, which are critical metrics for assessing the environmental impact of its sourcing."
SOJITZ,Management Governance,"Average. Sojitz demonstrates strong board-level oversight for sustainability through its Sustainability Committee, which is a positive governance indicator. The company also collaborates with scientific institutions on aquaculture technology, but there is a lack of public evidence of direct advocacy or collaboration to improve the management of wild-capture fisheries."
SOJITZ,Ocean Health,"Poor. The company expresses general commitments to environmental protection but does not provide public, third-party impact assessments or specific, quantified targets for key ocean health indicators like bycatch reduction. While Sojitz has corporate-level carbon targets, their direct application and reporting on marine-specific issues are not detailed."
SOJITZ,Stock Sustainability,"Average. The company's commitment to support GSSI-recognized certifications and its policy to prevent marine resource depletion indicate an intention to source from sustainable stocks. However, this is not substantiated by public data or a comprehensive list of source fisheries that would allow for independent verification of their status."
SOJITZ,Transparency,"Average. Sojitz generally lacks public disclosure on fundamental transparency metrics, including a comprehensive list of sourced species (with some exception on tuna), sourcing countries, and the percentage of its portfolio covered by certifications. While policies are in place, the absence of detailed public data makes it difficult for external stakeholders to verify the company's sourcing practices and their impact."
SURAPON FOODS,Compliance Enforcement,"Poor. There are no publicly available policies or verification systems to prevent IUU fishing within their supply chain. Consequently, there is no evidence of enforcement actions, leading to a poor performance in this category."
SURAPON FOODS,Fishing Practices,"Poor. The company does not disclose any information about the fishing or farming methods used in its supply chain, nor does it provide any data on bycatch. This complete lack of transparency on practices and impacts results in a poor rating."
SURAPON FOODS,Management Governance,"Average. The existence of a formal Sustainability Policy and a CSR Policy at the corporate governance level suggests some level of management and oversight. However, the lack of any public advocacy for better fisheries management or collaboration with conservation groups prevents a higher rating."
SURAPON FOODS,Ocean Health,"Poor. There is no publicly available information on the company's environmental impact on marine ecosystems, nor any public targets for ocean health protection. The absence of participation in ocean stewardship initiatives further supports a poor rating in this category."
SURAPON FOODS,Stock Sustainability,Poor. The company provides no evidence that the fisheries it sources from are subject to regular stock assessments or scientific monitoring. There are also no public commitments to avoid sourcing from overfished stocks.
SURAPON FOODS,Transparency,"Poor. The company discloses very little about its seafood sourcing, including a full list of species, sourcing countries, and the proportion of certified products. While they mention a traceability system, the lack of detailed public information and non-participation in initiatives like the Ocean Disclosure Project indicates a poor performance in transparency."
TASSAL GROUP LIMITED,Compliance Enforcement,"Average. Tassal has supplier screening programs and relies on third-party certifications, which serve as strong verification systems against issues like IUU fishing. However, the company could improve by publishing a more explicit, detailed IUU policy and providing transparent evidence of its enforcement actions with non-compliant suppliers."
TASSAL GROUP LIMITED,Fishing Practices,"Not Applicable. As Tassal's business is almost exclusively aquaculture, this category, which focuses on wild-capture fishing methods, is not applicable. The company is transparent about its farming methods, which is the relevant equivalent for its business model."
TASSAL GROUP LIMITED,Management Governance,Good. Tassal has established board-level oversight for sustainability and collaborates extensively with scientific and industry groups to improve aquaculture practices. This governance structure and proactive engagement demonstrate a serious commitment to responsible management from the top down.
TASSAL GROUP LIMITED,Ocean Health,"Good. The company has set ambitious, science-based targets for emission reductions and actively participates in credible ocean stewardship initiatives like the GSI and its partnership with WWF. Public reporting on environmental impacts through its ASC certification and other disclosures shows a strong commitment to managing and mitigating its effects on marine ecosystems."
TASSAL GROUP LIMITED,Stock Sustainability,"Average. Tassal shows a commitment to sustainability by sourcing certified ingredients for feed and prioritizing certified seafood for products sourced through its other brands. However, it could enhance transparency by providing more direct evidence and reporting on the stock status of all the wild-capture fisheries it sources from, beyond relying on the certification status alone."
TASSAL GROUP LIMITED,Transparency,"Good. Tassal demonstrates a high level of transparency through its consistent publication of detailed annual sustainability reports since 2011 and a public data dashboard. While a fully comprehensive list of all sourced species and origins could be more centralized, the company provides significant disclosure on its core operations, certifications, and impacts."
TECH-BANK FOOD CO LTD (TIANBANG FOOD CO LTD),Compliance Enforcement,"Not Applicable. This category, which pertains to preventing illegal, unreported, and unregulated (IUU) fishing, is not applicable. The company does not operate in the seafood supply chain."
TECH-BANK FOOD CO LTD (TIANBANG FOOD CO LTD),Fishing Practices,"Not Applicable. This category is not applicable as Tech-Bank Food Co., Ltd. is not engaged in wild-capture fishing. Its business is focused on land-based agriculture."
TECH-BANK FOOD CO LTD (TIANBANG FOOD CO LTD),Management Governance,"Poor. There is no publicly available evidence of board-level oversight or specific governance structures dedicated to sustainability, either for their current pork business or for historical seafood-related activities. The company's governance disclosures are standard and do not detail sustainability-focused roles or collaborations."
TECH-BANK FOOD CO LTD (TIANBANG FOOD CO LTD),Ocean Health,"Not Applicable. The company's core business is pig farming and pork processing, with no direct operations in aquaculture or wild-capture fishing that would impact marine ecosystems. The company sold its aquaculture feed business in 2021."
TECH-BANK FOOD CO LTD (TIANBANG FOOD CO LTD),Stock Sustainability,"Not Applicable. Questions regarding the sustainability of fish stocks are not applicable to Tech-Bank Food Co., Ltd. The company does not source from wild fisheries."
TECH-BANK FOOD CO LTD (TIANBANG FOOD CO LTD),Transparency,"Poor. The company discloses minimal sustainability information, primarily within its annual reports. There is no dedicated sustainability report, and specific data on traceability systems, certification coverage, or environmental impacts is lacking, even for its primary pork business."
THAI UNION GROUP PUBLIC COMPANY LIMITED,Compliance Enforcement,"Good. The company has robust public policies and a Code of Conduct to combat IUU fishing and labor abuses in its supply chain. Crucially, there is public evidence of the company enforcing these policies by terminating contracts with non-compliant suppliers, demonstrating a willingness to take action."
THAI UNION GROUP PUBLIC COMPANY LIMITED,Fishing Practices,"Average. Thai Union discloses the fishing methods used in its supply chain and has made strong commitments to reduce bycatch, including signing the ""Protecting Ocean Wildlife"" pledge. However, the lack of publicly available quantitative data on bycatch rates and discards prevents a higher rating."
THAI UNION GROUP PUBLIC COMPANY LIMITED,Management Governance,"Good. Sustainability is clearly integrated at a high level through the board-led SeaChange® strategy, demonstrating strong governance. The company's extensive and long-term collaborations with scientific and conservation groups like WWF and TNC to drive fishery improvements are a testament to its commitment to better management."
THAI UNION GROUP PUBLIC COMPANY LIMITED,Ocean Health,"Average. The company has set ambitious, public targets for key ocean health indicators like carbon emissions and has joined major global stewardship initiatives. However, the full, independently verified impact of its vast operations on marine ecosystems and biodiversity could be disclosed more comprehensively."
THAI UNION GROUP PUBLIC COMPANY LIMITED,Stock Sustainability,"Good. Thai Union's strong commitment to sourcing from MSC-certified fisheries and those in credible Fishery Improvement Projects provides solid evidence of its reliance on scientific stock assessments. The company has clear, public commitments and actions aimed at avoiding overfished stocks and improving the sustainability of the fisheries it sources from."
THAI UNION GROUP PUBLIC COMPANY LIMITED,Transparency,"Good. Thai Union demonstrates a high level of transparency through its participation in the Ocean Disclosure Project and detailed annual sustainability reports. While full digital traceability is still in progress, the company's disclosure of sourcing data for both wild-caught and farmed species is comprehensive and a leading practice in the industry."
THE FISHIN COMPANY,Compliance Enforcement,"Average. The company has publicly available policies and robust verification systems, including its traceability platforms and supplier standards, to prevent IUU fishing in its supply chain. However, there is no publicly available evidence of the enforcement of these policies, such as the suspension of non-compliant suppliers."
THE FISHIN COMPANY,Fishing Practices,"Poor. There is no publicly available detailed disclosure from the company regarding the fishing methods, gear selectivity, or ecosystem impacts associated with its sourcing. In addition, the company does not publish any quantitative data on bycatch rates or discards, which are critical metrics for assessing the impact of fishing operations."
THE FISHIN COMPANY,Management Governance,"Average. The Fishin' Company actively advocates for better fisheries management through its support of FIPs and collaboration with scientific and conservation groups. While executive leadership is mentioned in relation to sustainability, there is a lack of specific public information on board-level oversight structures dedicated to these initiatives."
THE FISHIN COMPANY,Ocean Health,"Average. The company has set a public target for greenhouse gas emissions reduction and actively partners with major ocean stewardship initiatives like SFP and MSC. However, it does not disclose broader environmental impact assessments or specific public targets for other key areas like bycatch reduction or support for Marine Protected Areas."
THE FISHIN COMPANY,Stock Sustainability,Good. The Fishin' Company demonstrates a strong commitment to sourcing from sustainable fisheries by prioritizing MSC-certified or FIP-participating sources for its wild-caught seafood. This reliance on credible third-party standards ensures that the fisheries it sources from are subject to regular stock assessments and scientific monitoring.
THE FISHIN COMPANY,Transparency,"Average. The Fishin' Company discloses some of its main species and sourcing countries and has made a significant commitment to traceability through its ERP system and partnership with Trace Register. However, it lacks a comprehensive, publicly available list of all its seafood sources and does not participate in the Ocean Disclosure Project, which limits full transparency."
THUAN PHUOC FISHERIES AND TRADING JOINT STOCK COMPANY,Compliance Enforcement,"Average. As a major Vietnamese exporter and VASEP member, the company is subject to national and industry-level IUU regulations, and its certifications require legal sourcing. However, there is a lack of publicly available, company-specific policies on IUU prevention and no evidence of how it enforces these policies with its suppliers."
THUAN PHUOC FISHERIES AND TRADING JOINT STOCK COMPANY,Fishing Practices,"Poor. No public information is available on the fishing methods, gear types, or bycatch mitigation measures associated with the company's wild-caught supply. For its farmed products, a recent partnership to improve shrimp slaughter methods is a positive step, but overall disclosure is minimal."
THUAN PHUOC FISHERIES AND TRADING JOINT STOCK COMPANY,Management Governance,"Average. The company demonstrates some level of governance through its achievement of high-level certifications like 4-star BAP, which requires robust management systems for its aquaculture supply chain. Its collaboration with the Shrimp Welfare Project also shows proactive engagement on a specific sustainability issue, though broader board-level oversight for sustainability is not documented."
THUAN PHUOC FISHERIES AND TRADING JOINT STOCK COMPANY,Ocean Health,"Poor. There is no publicly available evidence of specific targets or detailed disclosures regarding the company's impact on marine ecosystems. Its participation in stewardship initiatives appears limited to the implicit requirements of its aquaculture certifications, with no proactive, company-led programs or targets for broader ocean health publicly visible."
THUAN PHUOC FISHERIES AND TRADING JOINT STOCK COMPANY,Stock Sustainability,"Poor. The company provides no public evidence of sourcing from fisheries with regular stock assessments or commitments to avoid overfished stocks for its wild-capture products. While its aquaculture certifications address the sustainability of feed to some extent, the lack of transparency regarding wild-caught sourcing is a significant deficiency."
THUAN PHUOC FISHERIES AND TRADING JOINT STOCK COMPANY,Transparency,"Poor. The company discloses very little public information regarding its sourcing, traceability, and the impact of its operations. While it lists multiple certifications, it fails to provide a comprehensive list of species, sourcing locations, or the proportion of its products covered by these standards, leading to a lack of overall transparency."
TIANJIN CHIA TAI,Compliance Enforcement,"Average. The company has robust and public policies against IUU fishing and utilizes third-party verification systems like MarinTrust certification for its suppliers. However, there is limited publicly available evidence of the recent enforcement of these policies, such as the suspension of non-compliant suppliers, which prevents a higher rating."
TIANJIN CHIA TAI,Fishing Practices,"Not Applicable. These questions relate to direct fishing operations, but the company is a feed producer that does not own or operate fishing vessels. While it has influence over its suppliers, it does not directly control fishing methods or bycatch, making a performance rating inapplicable."
TIANJIN CHIA TAI,Management Governance,"Good. There is clear board-level oversight for sustainability, and the company is heavily involved in advocating for better fisheries management through direct collaboration with scientific groups, industry peers, and government. Its leadership role in multiple FIPs and stewardship initiatives is a key strength."
TIANJIN CHIA TAI,Ocean Health,"Good. The company has set ambitious, public targets for carbon reduction and is an active participant and founder of several major ocean stewardship and conservation initiatives. It also demonstrates a clear strategy to reduce its impact by reformulating feed to use less fishmeal and engaging in ecosystem restoration projects."
TIANJIN CHIA TAI,Stock Sustainability,"Good. Through its strict sourcing policies requiring MarinTrust certification and its deep involvement in FIPs, the company actively supports the use of scientific monitoring and avoids sourcing from overfished stocks. It also has a clear public policy to avoid sourcing endangered species."
TIANJIN CHIA TAI,Transparency,"Average. CP Group/CP Foods has made strong, public commitments to certification and traceability and publishes regular sustainability reports. However, it does not provide a full public list of sourced species and origins and is not yet able to report full coverage of its portfolio with digital traceability, which prevents a ""Good"" rating."
TOHTO SUISAN CO LTD,Compliance Enforcement,"Poor. The company has a general statement against handling IUU-caught tuna but lacks a detailed public policy, verification system, or any evidence of enforcement. This absence of robust, transparent measures indicates a poor performance in ensuring compliance throughout its supply chain."
TOHTO SUISAN CO LTD,Fishing Practices,"Poor. There is a complete lack of public disclosure regarding the fishing methods, gear types, bycatch, or ghost fishing associated with the company's supply chain. As a wholesaler, it fails to provide transparency on the practices it is supporting through its procurement."
TOHTO SUISAN CO LTD,Management Governance,"Average. Tohto Suisan shows some engagement by collaborating with conservation and industry groups like the Organization for Promotion of Responsible Tuna Fisheries and Ocean Wise (through its subsidiary). However, there is no public information on board-level oversight for sustainability or broader advocacy efforts, placing its performance in the average range."
TOHTO SUISAN CO LTD,Ocean Health,"Poor. The company does not disclose specific environmental impacts or set any publicly available, measurable targets for protecting ocean health. While it participates in some stewardship initiatives, the lack of concrete commitments and reporting indicates a poor performance in this area."
TOHTO SUISAN CO LTD,Stock Sustainability,"Average. Through its MSC and MEL certifications and its association with the Organization for Promotion of Responsible Tuna Fisheries, the company indirectly supports sourcing from assessed stocks. However, this is not backed by comprehensive disclosure or a clear commitment that applies to its entire portfolio, making its performance average."
TOHTO SUISAN CO LTD,Transparency,"Poor. Tohto Suisan provides very limited public information regarding its seafood sourcing, with no comprehensive species list, sourcing locations, or quantitative data on certified products. The lack of detailed sustainability reporting and absence from platforms like the Ocean Disclosure Project demonstrates a significant deficit in transparency."
TOKYO ICHIBAN FOODS,Compliance Enforcement,"Poor. No publicly available policies, verification systems, or supplier codes of conduct related to preventing IUU fishing in its supply chain were found. Consequently, there is no evidence of any enforcement of such standards."
TOKYO ICHIBAN FOODS,Fishing Practices,"Not Applicable. The company's disclosed operations are centered on aquaculture, making questions about wild-capture fishing methods not directly applicable to its primary business model. For the wild-caught seafood it presumably sources for its restaurants, there is no disclosed information."
TOKYO ICHIBAN FOODS,Management Governance,"Poor. There is no publicly available information indicating board-level oversight for sustainability, advocacy for better fisheries management, or collaboration with scientific and conservation groups. The company’s focus remains internally on its own aquaculture production."
TOKYO ICHIBAN FOODS,Ocean Health,"Poor. While the company mentions a sustainable aquaculture project, it fails to provide any third-party assessments of its environmental impact or specific, measurable targets for protecting ocean health. There is no evidence of participation in any recognized ocean stewardship initiatives."
TOKYO ICHIBAN FOODS,Stock Sustainability,Poor. The company does not provide any evidence that the wild-caught fisheries it sources from are subject to scientific monitoring or have healthy stock levels. There are no public commitments or actions disclosed to avoid sourcing from overfished stocks.
TOKYO ICHIBAN FOODS,Transparency,"Poor. The company discloses only its main farmed species but provides no comprehensive list of wild-caught species or sourcing locations for its restaurant businesses. There is no public reporting on traceability systems beyond a general claim, certification coverage, or the overall impacts of its seafood sourcing."
TONGWEI FOOD,Compliance Enforcement,"Poor. There is no publicly available policy concerning the prevention of IUU fishing within the company's supply chain, which is a critical issue for aquafeed ingredients. In addition, there is no evidence of enforcement actions or verification systems specifically for its seafood sourcing."
TONGWEI FOOD,Fishing Practices,"Not Applicable. Based on available information, Tongwei's business is centered on aquaculture and aquafeed, not direct wild-capture fishing operations. Therefore, questions regarding fishing methods, bycatch, and ghost fishing do not apply to its primary business model."
TONGWEI FOOD,Management Governance,"Average. The company has a formal board-level ESG governance structure, which is a positive attribute. However, all public communication indicates this structure's overwhelming focus is on the photovoltaics business, with no specific stated oversight for seafood sustainability or ocean health, which are core to the Tongwei Food segment."
TONGWEI FOOD,Ocean Health,"Poor. While Tongwei promotes its ""Fishery-Solar Integration"" model as environmentally friendly, it provides no specific, measurable, or time-bound public targets related to ocean or aquatic ecosystem health. The company does not appear to participate in any major ocean stewardship initiatives, and its environmental reporting lacks detail on the impacts of its aquaculture and feed operations."
TONGWEI FOOD,Stock Sustainability,Poor. The company provides no evidence that the wild-capture fisheries used for its aquafeed ingredients are from sustainable sources or have regular stock assessments. There are no public commitments to avoid sourcing from overfished stocks or to prioritize certified marine ingredients.
TONGWEI FOOD,Transparency,"Poor. The company discloses very little specific information about its seafood operations. There is no public list of species or sourcing origins, no details on traceability systems for seafood, and no reporting on the proportion of certified products or the specific impacts of its aquaculture business."
TOYO SUISAN KAISHA LIMITED,Compliance Enforcement,"Average. While a subsidiary has a policy against IUU fishing, Toyo Suisan itself lacks a clear, comprehensive, and public corporate policy and verification system for its entire seafood supply chain. There is no publicly available evidence of the company enforcing its sourcing standards with suppliers."
TOYO SUISAN KAISHA LIMITED,Fishing Practices,"Poor. The company offers no public transparency regarding the fishing methods, gear types, or ecosystem impacts associated with its seafood supply chains. There is a absence of disclosed data or mitigation policies for bycatch and ghost fishing."
TOYO SUISAN KAISHA LIMITED,Management Governance,"Average. There is board-level oversight for general sustainability, and the company engages in scientific collaboration for eel aquaculture, a positive step. However, there is no evidence of specific board expertise in ocean sustainability or public advocacy for better management of the fisheries it sources from."
TOYO SUISAN KAISHA LIMITED,Ocean Health,"Average. The company offers general statements on environmental conservation and has measurable public targets for some environmental targets (water usage, recycling rate), but no ocean health indicators except for a certification target. While it participates in a local eco-label initiative, it does not disclose third-party assessments of its marine ecosystem impacts."
TOYO SUISAN KAISHA LIMITED,Stock Sustainability,"Average. Whilst 80% of the company's seafood is MSC certified, Toyo Suisan does not provide evidence that all the fisheries it sources from undergo regular stock assessments, nor does it have a public commitment to avoid sourcing from overfished stocks."
TOYO SUISAN KAISHA LIMITED,Transparency,"Average. Toyo Suisan provides some but limited public information on its seafood sourcing. It does not disclose a full list of species, sourcing countries, but it discloses the percentage of its products that are certified."
TRIDENT SEAFOODS,Compliance Enforcement,Good. Trident has publicly available policies against IUU fishing and has demonstrated enforcement by suspending a supplier for alleged human rights violations. The company's commitment to a robust CSR program and supplier audits further strengthens its performance in this category.
TRIDENT SEAFOODS,Fishing Practices,"Average. While Trident provides a general list of fishing methods and makes claims about bycatch reduction, there is a significant lack of detailed public disclosure on gear selectivity, impacts on ecosystems, and mitigation measures for issues like ghost fishing. In addition, the company does not publicly quantify its bycatch and discard rates."
TRIDENT SEAFOODS,Management Governance,Average. Trident actively engages in fisheries management advocacy and collaborates with scientific groups to support the sustainability of the fisheries it sources from. The absence of clear public information on board-level oversight specifically for sustainability and ocean protection prevents a higher rating.
TRIDENT SEAFOODS,Ocean Health,"Average. The company publicly reports on its sustainability efforts and is a participant in some ocean stewardship initiatives. However, past and recent compliance issues with environmental regulations, coupled with a lack of specific, time-bound public targets for key ocean health metrics, indicate an average performance in this category."
TRIDENT SEAFOODS,Stock Sustainability,"Good. The company primarily sources from highly regulated and scientifically monitored fisheries in the United States, particularly Alaska, which have a strong legal framework for sustainability. Trident's reliance on certified fisheries and its vocal support for science-based management provide strong evidence of its commitment to sourcing from sustainable stocks."
TRIDENT SEAFOODS,Transparency,"Average. Trident discloses its key species and general sourcing regions, and it is commended for its high level of certified products and advanced traceability systems. However, a lack of a comprehensive public list of all species and specific sourcing countries prevents a ""Good"" rating."
TRIPLENINE GROUP AS,Compliance Enforcement,"Poor. While TripleNine has a general Code of Conduct and a whistleblower policy, it does not have a publicly available, specific policy to prevent IUU fishing within its supply chain. In addition, there is no public evidence of enforcement actions taken against suppliers for non-compliance with its standards."
TRIPLENINE GROUP AS,Fishing Practices,"Poor. There is no publicly available information on the fishing methods, gear selectivity, bycatch rates, or discard data associated with the company's sourcing. This lack of disclosure makes it very difficult to assess the direct impact of its supply chain's fishing activities."
TRIPLENINE GROUP AS,Management Governance,"Average. TripleNine's management shows an awareness of sustainability issues, and the company engages in some collaborations with research entities. However, there is a lack of specific public information on board-level oversight dedicated to ocean protection and proactive advocacy for the management of the fisheries they source from."
TRIPLENINE GROUP AS,Ocean Health,"Average. The company reports on some environmental metrics like CO2 emissions and water usage and has shown reductions. TripleNine also participates in an ocean stewardship initiative with the UNDP, but lacks detailed public reporting on its broader impacts on marine ecosystems and biodiversity, as well as specific targets for key issues like bycatch."
TRIPLENINE GROUP AS,Stock Sustainability,"Good. TripleNine demonstrates a strong commitment to sourcing from managed fisheries by adhering to MarinTrust, FAO, and ICES guidelines. This indicates that the fisheries they utilize are subject to regular stock assessments and scientific monitoring, which is a positive indicator for the sustainability of their raw materials."
TRIPLENINE GROUP AS,Transparency,"Poor. TripleNine Group lacks public transparency regarding a comprehensive list of its sourced species and their origins, the specifics of its traceability systems, and the proportion of its products that are certified. While some information is available through certification bodies, the company does not provide a clear and consolidated view of its sourcing practices."
TSP LIVESTOCK AND DEVELOPMENT CORP,Compliance Enforcement,"Poor. There are no publicly available policies regarding IUU fishing, nor is there any evidence of a verification or enforcement system within its supply chain. This lack of a public policy framework is indicative of poor performance on this issue."
TSP LIVESTOCK AND DEVELOPMENT CORP,Fishing Practices,"Poor. The company only identifies its fishing method as ""purse seine,"" providing no detail on gear configuration, bycatch mitigation, or other potential ecosystem impacts. A ""non-entangling policy"" page on its website is blank, reflecting a failure to publicly disclose its practices."
TSP LIVESTOCK AND DEVELOPMENT CORP,Management Governance,"Poor. There is no publicly available information on the company's governance structure for sustainability, its advocacy efforts for better fishery management, or any collaborations with scientific groups. This absence of disclosure indicates a lack of public commitment to governance for ocean health."
TSP LIVESTOCK AND DEVELOPMENT CORP,Ocean Health,"Poor. Aside from a mission statement to be ""sustainable,"" the company provides no public disclosures on its environmental impact, no measurable targets, and no evidence of participation in ocean stewardship initiatives. "
TSP LIVESTOCK AND DEVELOPMENT CORP,Stock Sustainability,"Poor. The company does not provide or reference any scientific stock assessments for the fisheries it sources from. It also makes no public commitments to avoid sourcing from depleted stocks, failing to provide assurance of the sustainability of its catch."
TSP LIVESTOCK AND DEVELOPMENT CORP,Transparency,"Poor. The company discloses almost no information publicly regarding its sourcing, traceability, certifications, or environmental impacts. The minimal web presence lacks the substantive reporting needed to be considered transparent."
TSUKIJI UOICHIBA COMPANY LIMITED,Compliance Enforcement,"Poor. While the company has a general compliance policy and a supplier code of conduct, it lacks a specific public policy to prevent IUU fishing in its supply chain. In addition, there is no publicly available evidence of the company enforcing its sourcing policies by taking action against non-compliant suppliers."
TSUKIJI UOICHIBA COMPANY LIMITED,Fishing Practices,"Not Applicable. As a wholesaler, Tsukiji Uoichiba is not directly engaged in fishing operations. The company does not provide disclosures on the fishing practices within its supply chain, making an assessment of this category based on its direct activities not applicable."
TSUKIJI UOICHIBA COMPANY LIMITED,Management Governance,"Average. The company has established board-level oversight for sustainability and compliance, indicating a governance structure is in place. However, there is a lack of public evidence showing active advocacy for better fisheries management or collaboration with scientific and conservation groups to drive improvements."
TSUKIJI UOICHIBA COMPANY LIMITED,Ocean Health,"Poor. The company's commitment to ocean health is stated in very general terms in its basic sustainability policy, with no specific, measurable public targets for improvement. There is no disclosure of the company's environmental impact on marine ecosystems or participation in broader ocean stewardship initiatives."
TSUKIJI UOICHIBA COMPANY LIMITED,Stock Sustainability,"Poor. The company sources some MSC and MEL certified products, which implies the use of stock assessments for that portion of its supply. However, there is no comprehensive commitment to avoid overfished stocks, and a past report from a reliable source noted that the company deals in depleted species."
TSUKIJI UOICHIBA COMPANY LIMITED,Transparency,"Poor. Tsukiji Uoichiba provides very little public information regarding its seafood sourcing, traceability, and the associated environmental impacts. Despite holding some chain-of-custody certifications, the company fails to disclose a list of species, sourcing countries, or the proportion of its portfolio covered by these certifications."
UOKI,Compliance Enforcement,"Poor. The company has no publicly available policies regarding the prevention of IUU fishing, nor is there any evidence of enforcement mechanisms for sourcing standards. This absence of stated policy and action results in a poor rating."
UOKI,Fishing Practices,"Poor. While not a fishing company itself, UOKI does not disclose any information about the fishing practices within its supply chain, such as gear types or bycatch data. This lack of supply chain transparency results in a poor rating."
UOKI,Management Governance,"Poor. There is no publicly available information on the company's advocacy for better fisheries management, specific board-level oversight for sustainability, or collaborations with scientific groups. This lack of disclosure points to a poor performance in governance."
UOKI,Ocean Health,"Poor. The company does not disclose any environmental impact assessments, public targets for ocean health, or participation in stewardship initiatives. This absence of information and stated commitments leads to a poor rating."
